name,longitude,latitude,postcode,suburb
LEXTON PRIMARY SCHOOL,143.516259999876,-37.2701299990271,3352,Lexton
SUNSHINE HEIGHTS PRIMARY SCHOOL,144.818170000317,-37.7922099988046,3020,Sunshine West
CARAMUT PRIMARY SCHOOL,142.516809999556,-37.9573499987128,3274,Caramut
BROADMEADOWS WEST PRIMARY SCHOOL,144.914099999576,-37.6813899989163,3047,Broadmeadows
DINGWELL PRIMARY SCHOOL,143.845149999833,-35.8045699994063,3579,Dingwall
RINGWOOD NORTH PRIMARY SCHOOL,145.230739999647,-37.7931199991838,3134,Ringwood North
SAINT ARNAUD PRIMARY SCHOOL,143.257549999971,-36.6101899993729,3478,Saint Arnaud
LETHBRIDGE PRIMARY SCHOOL,144.134570000242,-37.9690499991728,3332,Lethbridge
LANGKOOP PRIMARY SCHOOL,141.035420000437,-37.1070699991865,3318,Langkoop
MAUDE PRIMARY SCHOOL,144.167920000274,-37.9495699989823,3331,Maude
EDI UPPER PRIMARY SCHOOL,146.448820000289,-36.7064599990938,3678,Edi Upper
EDITHVALE PRIMARY SCHOOL,145.112980000443,-38.037479999065,3196,Edithvale
